BALMLAWRIE,Balmer Lawrie & Company Limited,-,EQ,10,Bonus 3:1,26-Dec-2016,27-Dec-2016,-,-,-,-
ENGINERSIN,Engineers India Limited,-,EQ,5,Bonus 1:1,30-Dec-2016,02-Jan-2017,-,-,-,-
STAMPEDE,Stampede Capital Limited,-,EQ,1,Bonus 1:4,10-Jan-2017,11-Jan-2017,-,-,-,-
OIL,Oil India Limited,-,EQ,10,Bonus 1:3,12-Jan-2017,13-Jan-2017,-,-,-,-
ORBTEXP,Orbit Exports Limited,-,EQ,10,Bonus 1:1/Interim Dividend Rs 2/- Per Share (Purpose Revised),14-Feb-2017,15-Feb-2017,-,-,-,-
NBCC,NBCC (India) Limited,-,EQ,1,Bonus 1:2,17-Feb-2017,21-Feb-2017,-,-,-,-
GAIL,GAIL (India) Limited,-,EQ,10,Bonus 1:3,09-Mar-2017,11-Mar-2017,-,-,-,-
VGUARD,V-Guard Industries Limited,-,EQ,1,Bonus 2:5,15-Mar-2017,16-Mar-2017,-,-,-,-
ABMINTLTD,ABM International Limited,-,EQ,10,Bonus 5:1,15-Mar-2017,16-Mar-2017,-,-,-,-
POLYMED,Poly Medicure Limited,-,EQ,5,Bonus 1:1,24-Mar-2017,28-Mar-2017,-,-,-,-
CONCOR,Container Corporation of India Limited,-,EQ,5,Bonus 1:4,05-Apr-2017,06-Apr-2017,-,-,-,-
BEARDSELL,Beardsell Limited,-,EQ,2,Bonus 1:5/Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share,04-May-2017,05-May-2017,-,-,-,-
HINDCOMPOS,Hindustan Composites Limited,-,EQ,5,Bonus 1:2/Face Value Split (Sub-Division) From Rs 10 Per Share To Rs 5 Per Share,25-May-2017,26-May-2017,-,-,-,-
MUTHOOTCAP,Muthoot Capital Services Limited,-,EQ,10,Bonus 1:10,12-Jun-2017,13-Jun-2017,-,-,-,-
WIPRO,Wipro Limited,-,EQ,2,Bonus 1:1,13-Jun-2017,14-Jun-2017,-,-,-,-
BIOCON,Biocon Limited,-,EQ,5,Bonus 2:1,15-Jun-2017,17-Jun-2017,-,-,-,-
ICICIBANK,ICICI Bank Limited,-,EQ,2,Annual General Meeting/Dividend - Rs 2.50 Per Share/Bonus 1:10 (Revised),20-Jun-2017,-,22-Jun-2017,24-Jun-2017,-,-
GODREJCP,Godrej Consumer Products Limited,-,EQ,1,Bonus 1:1,22-Jun-2017,24-Jun-2017,-,-,-,-
KITEX,Kitex Garments Limited,-,EQ,1,Bonus 2:5,22-Jun-2017,23-Jun-2017,-,-,-,-
PETRONET,Petronet LNG Limited,-,EQ,10,Bonus 1:1,03-Jul-2017,04-Jul-2017,-,-,-,-
SANWARIA,Sanwaria Consumer Limited,-,EQ,1,Bonus 1:1,03-Jul-2017,04-Jul-2017,-,-,-,-
PLASTIBLEN,Plastiblends India Limited,-,EQ,5,Bonus 1:1,03-Jul-2017,04-Jul-2017,-,-,-,-
PCJEWELLER,PC Jeweller Limited,-,EQ,10,Bonus 1:1,06-Jul-2017,07-Jul-2017,-,-,-,-
MAANALU,Maan Aluminium Limited,-,EQ,10,Bonus 1:1,10-Jul-2017,11-Jul-2017,-,-,-,-
MHRIL,Mahindra Holidays & Resorts India Limited,-,EQ,10,Bonus 1:2,10-Jul-2017,11-Jul-2017,-,-,-,-
HINDPETRO,Hindustan Petroleum Corporation Limited,-,EQ,10,Bonus 1:2/ Dividend - Rs 1.10 Per Share,11-Jul-2017,12-Jul-2017,-,-,-,-
MUNJALAU,Munjal Auto Industries Limited,-,EQ,2,Bonus 1:1,11-Jul-2017,12-Jul-2017,-,-,-,-
LYPSAGEMS,Lypsa Gems & Jewellery Limited,-,EQ,10,Bonus 2:5,12-Jul-2017,13-Jul-2017,-,-,-,-
LT,Larsen & Toubro Limited,-,EQ,2,Bonus 1:2,13-Jul-2017,14-Jul-2017,-,-,-,-
BPCL,Bharat Petroleum Corporation Limited,-,EQ,10,Bonus 1:2,13-Jul-2017,15-Jul-2017,-,-,-,-
GPTINFRA,GPT Infraprojects Limited,-,EQ,10,Bonus 1:1,13-Jul-2017,-,15-Jul-2017,17-Jul-2017,-,-
CUB,City Union Bank Limited,-,EQ,1,Bonus 1:10,13-Jul-2017,15-Jul-2017,-,-,-,-
JAYAGROGN,Jayant Agro Organics Limited,-,EQ,5,Bonus 1:1,01-Aug-2017,02-Aug-2017,-,-,-,-
VIJIFIN,Viji Finance Limited,-,EQ,1,Bonus 1:10,04-Aug-2017,07-Aug-2017,-,-,-,-
RELIANCE,Reliance Industries Limited,-,EQ,10,Bonus 1:1,07-Sep-2017,09-Sep-2017,-,-,-,-
TATAELXSI,Tata Elxsi Limited,-,EQ,10,Bonus 1:1,18-Sep-2017,19-Sep-2017,-,-,-,-
MANPASAND,Manpasand Beverages Limited,-,EQ,10,Bonus 1:1,27-Sep-2017,28-Sep-2017,-,-,-,-
MOIL,MOIL Limited,-,EQ,10,Bonus 1:1,27-Sep-2017,28-Sep-2017,-,-,-,-
BHARATFORG,Bharat Forge Limited,-,EQ,2,Bonus 1:1,28-Sep-2017,30-Sep-2017,-,-,-,-
BEL,Bharat Electronics Limited,-,EQ,1,Bonus 1:10,28-Sep-2017,29-Sep-2017,-,-,-,-
BHEL,Bharat Heavy Electricals Limited,-,EQ,2,Bonus 1:2,28-Sep-2017,30-Sep-2017,-,-,-,-
PANAMAPET,Panama Petrochem Limited,-,EQ,2,Bonus 1:2,03-Oct-2017,04-Oct-2017,-,-,-,-
INFINITE,Infinite Computer Solutions (India) Limited,-,EQ,10,Bonus 1:26,01-Nov-2017,02-Nov-2017,-,-,-,-
VAKRANGEE,Vakrangee Limited,-,EQ,1,Bonus 1:1,21-Dec-2017,23-Dec-2017,-,-,-,-
CASTROLIND,Castrol India Limited,-,EQ,5,Bonus 1:1,21-Dec-2017,23-Dec-2017,-,-,-,-
BALKRISIND,Balkrishna Industries Limited,-,EQ,2,Bonus 1:1,21-Dec-2017,23-Dec-2017,-,-,-,-
M&M,Mahindra & Mahindra Limited,-,EQ,5,Bonus 1:1,21-Dec-2017,23-Dec-2017,-,-,-,-
BILENERGY,Bil Energy Systems Limited,-,EQ,1,Bonus 1:1,11-Jan-2018,13-Jan-2018,-,-,-,-
EXCEL,Excel Realty N Infra Limited,-,EQ,1,Bonus 2:1,23-Jan-2018,24-Jan-2018,-,-,-,-
IOC,Indian Oil Corporation Limited,-,EQ,10,Bonus 1:1,15-Mar-2018,17-Mar-2018,-,-,-,-
LAOPALA,La Opala RG Limited,-,EQ,2,Bonus 1:1,22-Mar-2018,23-Mar-2018,-,-,-,-
KELLTONTEC,Kellton Tech Solutions Limited,-,EQ,5,Bonus 1:1,27-Mar-2018,29-Mar-2018,-,-,-,-
OIL,Oil India Limited,-,EQ,10,Bonus 1:2,27-Mar-2018,29-Mar-2018,-,-,-,-
GAIL,GAIL (India) Limited,-,EQ,10,Bonus 1:3,27-Mar-2018,29-Mar-2018,-,-,-,-
MMTC,MMTC Limited,-,EQ,1,Bonus 1:2,03-May-2018,04-May-2018,-,-,-,-
GMBREW,GM Breweries Limited,-,EQ,10,Bonus 1:4,21-May-2018,22-May-2018,-,-,-,-
TCS,Tata Consultancy Services Limited,-,EQ,1,Bonus 1:1 /Dividend- Rs 29 Per Share,31-May-2018,02-Jun-2018,-,-,-,-
GRUH,Gruh Finance Limited,-,EQ,2,Bonus 1:1,06-Jun-2018,07-Jun-2018,-,-,-,-
LGBBROSLTD,LG Balakrishnan & Bros Limited,-,EQ,10,Bonus 1:1,14-Jun-2018,16-Jun-2018,-,-,-,-
EPL,EPL Limited,-,EQ,2,Bonus 1:1,20-Jun-2018,21-Jun-2018,-,-,-,-
JUBLFOOD,Jubilant Foodworks Limited,-,EQ,2,Bonus 1:1,21-Jun-2018,23-Jun-2018,-,-,-,-
EMAMILTD,Emami Limited,-,EQ,1,Bonus 1:1/Dividend- Rs 7 Per Share,21-Jun-2018,22-Jun-2018,-,-,-,-
HIKAL,Hikal Limited,-,EQ,2,Bonus 1:2,22-Jun-2018,25-Jun-2018,-,-,-,-
AVANTIFEED,Avanti Feeds Limited,-,EQ,1,Bonus 1:2/Face Value Split (Sub-Division) From Rs 2/- Per Share To Re 1/- Per Share,26-Jun-2018,27-Jun-2018,-,-,-,-
NIACL,The New India Assurance Company Limited,-,EQ,5,Bonus 1:1/ Dividend- Rs 5 Per Share,27-Jun-2018,28-Jun-2018,-,-,-,-
JYOTHYLAB,Jyothy Labs Limited,-,EQ,1,Bonus 1:1,28-Jun-2018,30-Jun-2018,-,-,-,-
CUB,City Union Bank Limited,-,EQ,1,Bonus 1:10,10-Jul-2018,11-Jul-2018,-,-,-,-
ASHOKA,Ashoka Buildcon Limited,-,EQ,5,Bonus 1:2,12-Jul-2018,13-Jul-2018,-,-,-,-
GICRE,General Insurance Corporation of India,-,EQ,5,Bonus 1:1/Dividend- Rs 13.5 Per Share,12-Jul-2018,14-Jul-2018,-,-,-,-
MMFL,MM Forgings Limited,-,EQ,10,Bonus 1:1,18-Jul-2018,19-Jul-2018,-,-,-,-
BORORENEW,BOROSIL RENEWABLES LIMITED,-,EQ,1,Bonus 3:1,02-Aug-2018,03-Aug-2018,-,-,-,-
SUMEETINDS,Sumeet Industries Limited,-,EQ,10,Bonus 1:4,02-Aug-2018,04-Aug-2018,-,-,-,-
WHEELS,Wheels India Limited,-,EQ,10,Bonus 1:1,08-Aug-2018,09-Aug-2018,-,-,-,-
KARURVYSYA,Karur Vysya Bank Limited,-,EQ,2,Bonus 1:10,14-Aug-2018,18-Aug-2018,-,-,-,-
INFY,Infosys Limited,-,EQ,5,Bonus 1:1,04-Sep-2018,05-Sep-2018,-,-,-,-
GLAXO,GlaxoSmithKline Pharmaceuticals Limited,-,EQ,10,Bonus 1:1,11-Sep-2018,13-Sep-2018,-,-,-,-
GODREJCP,Godrej Consumer Products Limited,-,EQ,1,Bonus 1:2,12-Sep-2018,14-Sep-2018,-,-,-,-
IGARASHI,Igarashi Motors India Limited,-,EQ,10,Bonus 25:202,27-Sep-2018,28-Sep-2018,-,-,-,-
CUPID,Cupid Limited,-,EQ,10,Bonus 1:5,11-Oct-2018,12-Oct-2018,-,-,-,-
CONCOR,Container Corporation of India Limited,-,EQ,5,Bonus 1:4,04-Feb-2019,05-Feb-2019,-,-,-,-
WIPRO,Wipro Limited,-,EQ,2,Bonus 1:3,06-Mar-2019,07-Mar-2019,-,-,-,-
NTPC,NTPC Limited,-,EQ,10,Bonus 1:5,19-Mar-2019,20-Mar-2019,-,-,-,-
TTKPRESTIG,TTK Prestige Limited,-,EQ,1,Bonus 1:5,15-May-2019,16-May-2019,-,-,-,-
SYNGENE,Syngene International Limited,-,EQ,10,Bonus 1:1,11-Jun-2019,12-Jun-2019,-,-,-,-
BIOCON,Biocon Limited,-,EQ,5,Bonus 1:1,12-Jun-2019,13-Jun-2019,-,-,-,-
RELAXO,Relaxo Footwears Limited,-,EQ,1,Bonus 1:1,26-Jun-2019,27-Jun-2019,-,-,-,-
MAGADSUGAR,Magadh Sugar & Energy Limited,-,EQ,10,Bonus 4:10,27-Jun-2019,30-Jun-2019,-,-,-,-
AVADHSUGAR,Avadh Sugar & Energy Limited,-,EQ,10,Bonus 1:1,27-Jun-2019,30-Jun-2019,-,-,-,-
UPL,UPL Limited,-,EQ,2,Bonus 1:2,02-Jul-2019,03-Jul-2019,-,-,-,-
GAIL,GAIL (India) Limited,-,EQ,10,Bonus 1:1,09-Jul-2019,10-Jul-2019,-,-,-,-
BHAGERIA,Bhageria Industries Limited,-,EQ,5,Bonus 1:1,17-Jul-2019,18-Jul-2019,-,-,-,-
VBL,Varun Beverages Limited,-,EQ,10,Bonus 1:2,25-Jul-2019,27-Jul-2019,-,-,-,-
RITES,RITES Limited,-,EQ,10,Bonus 1:4,08-Aug-2019,11-Aug-2019,-,-,-,-
SWELECTES,Swelect Energy Systems Limited,-,EQ,10,Bonus 1:2,22-Aug-2019,23-Aug-2019,-,-,-,-
BRIGADE,Brigade Enterprises Limited,-,EQ,10,Bonus 1:2,28-Aug-2019,29-Aug-2019,-,-,-,-
ASTRAL,Astral Limited,-,EQ,1,Bonus 1:4,16-Sep-2019,17-Sep-2019,-,-,-,-
AARTIIND,Aarti Industries Limited,-,EQ,5,Bonus 1:1,27-Sep-2019,30-Sep-2019,-,-,-,-
IMPAL,India Motor Parts and Accessories Limited,-,EQ,10,Bonus 1:2,25-Oct-2019,29-Oct-2019,-,-,-,-
HCLTECH,HCL Technologies Limited,-,EQ,2,Bonus 1:1,05-Dec-2019,07-Dec-2019,-,-,-,-
BALMLAWRIE,Balmer Lawrie & Company Limited,-,EQ,10,Bonus 1:2,26-Dec-2019,28-Dec-2019,-,-,-,-
RADIOCITY,Music Broadcast Limited,-,EQ,2,Bonus 1:4,12-Mar-2020,13-Mar-2020,-,-,-,-
KTKBANK,The Karnataka Bank Limited,-,EQ,10,Bonus 1:10,17-Mar-2020,18-Mar-2020,-,-,-,-
ELGIEQUIP,Elgi Equipments Limited,-,EQ,1,Bonus 1:1,24-Sep-2020,26-Sep-2020,-,-,-,-
SUVENPHAR,Suven Pharmaceuticals Limited,-,EQ,1,Bonus 1:1,25-Sep-2020,28-Sep-2020,-,-,-,-
AARTIDRUGS,Aarti Drugs Limited,-,EQ,10,Bonus 3:1,30-Sep-2020,01-Oct-2020,-,-,-,-
SAGARDEEP,Sagardeep Alloys Limited,-,EQ,10,Bonus 1:2,05-Oct-2020,06-Oct-2020,-,-,-,-
SHRENIK,Shrenik Limited,-,EQ,1,Bonus 2:1,08-Oct-2020,10-Oct-2020,-,-,-,-
MAHESHWARI,Maheshwari Logistics Limited,-,EQ,10,Bonus 1:1,13-Oct-2020,14-Oct-2020,-,-,-,-
HATSUN,Hatsun Agro Product Limited,-,EQ,1,Bonus 1:3,09-Dec-2020,10-Dec-2020,-,-,-,-
VISHAL,Vishal Fabrics Limited,-,EQ,5,Bonus 1:2,16-Dec-2020,17-Dec-2020,-,-,-,-
VALIANTORG,Valiant Organics Limited,-,EQ,10,Bonus 1:1,24-Dec-2020,28-Dec-2020,-,-,-,-
PILANIINVS,Pilani Investment and Industries Corporation Limited,-,EQ,10,Bonus 2:5,31-Dec-2020,02-Jan-2021,-,-,-,-
KNRCON,KNR Constructions Limited,-,EQ,2,Bonus 1:1,03-Feb-2021,04-Feb-2021,-,-,-,-
INFIBEAM,Infibeam Avenues Limited,-,EQ,1,Bonus 1:1,18-Mar-2021,20-Mar-2021,-,-,-,-
ASTRAL,Astral Limited,-,EQ,1,Bonus 1:3,18-Mar-2021,19-Mar-2021,-,-,-,-
LIBAS,Libas Consumer Products Limited,-,EQ,10,Bonus 1:5,06-Apr-2021,07-Apr-2021,-,-,-,-
IRCON,Ircon International Limited,-,EQ,2,Bonus 1:1,20-May-2021,21-May-2021,-,-,-,-
JAYBARMARU,Jay Bharat Maruti Limited,-,EQ,5,Bonus 1:1,07-Jun-2021,08-Jun-2021,-,-,-,-
VBL,Varun Beverages Limited,-,EQ,10,Bonus 1:2,10-Jun-2021,12-Jun-2021,-,-,-,-
AARTIIND,Aarti Industries Limited,-,EQ,5,Bonus 1:1,22-Jun-2021,23-Jun-2021,-,-,-,-
SALASAR,Salasar Techno Engineering Limited,-,EQ,1,Bonus 1:1,13-Jul-2021,14-Jul-2021,-,-,-,-
TIDEWATER,Tide Water Oil Company (India) Limited,-,EQ,2,Bonus 1:1,26-Jul-2021,27-Jul-2021,-,-,-,-
POWERGRID,Power Grid Corporation of India Limited,-,EQ,10,Bonus 1:3,29-Jul-2021,30-Jul-2021,-,-,-,-
MAANALU,Maan Aluminium Limited,-,EQ,10,Bonus 1: 1,02-Aug-2021,03-Aug-2021,-,-,-,-
GLOBE,Globe Textiles (India) Limited,-,EQ,2,Bonus 2:1,03-Aug-2021,04-Aug-2021,-,-,-,-
DTIL,Dhunseri Tea & Industries Limited,-,EQ,10,Bonus 1:2,05-Aug-2021,06-Aug-2021,-,-,-,-
KBCGLOBAL,KBC Global Limited,-,EQ,1,Bonus 4:1,12-Aug-2021,13-Aug-2021,-,-,-,-
BCG,Brightcom Group Limited,-,EQ,2,Bonus 1:4,18-Aug-2021,20-Aug-2021,-,-,-,-
REDINGTON,Redington Limited,-,EQ,2,Bonus 1:1,18-Aug-2021,20-Aug-2021,-,-,-,-
MITTAL,Mittal Life Style Limited,-,EQ,10,Bonus 1:10,31-Aug-2021,01-Sep-2021,-,-,-,-
RAJMET,Rajnandini Metal Limited,-,EQ,1,Bonus 1:2,02-Sep-2021,03-Sep-2021,-,-,-,-
MHRIL,Mahindra Holidays & Resorts India Limited,-,EQ,10,Bonus 1:2,08-Sep-2021,09-Sep-2021,-,-,-,-
MAHLIFE,Mahindra Lifespace Developers Limited,-,EQ,10,Bonus 2:1,14-Sep-2021,15-Sep-2021,-,-,-,-
KANPRPLA,Kanpur Plastipack Limited,-,EQ,10,Bonus 1:2,15-Sep-2021,16-Sep-2021,-,-,-,-
APLAPOLLO,APL Apollo Tubes Limited,-,EQ,2,Bonus 1:1,16-Sep-2021,18-Sep-2021,-,-,-,-
TPLPLASTEH,TPL Plastech Limited,-,EQ,2,Bonus 1:1,16-Sep-2021,18-Sep-2021,-,-,-,-
LIBAS,Libas Consumer Products Limited,-,EQ,10,Bonus 1:5,21-Sep-2021,22-Sep-2021,-,-,-,-
TIRUPATIFL,Tirupati Forge Limited,-,EQ,2,Bonus 3:4,07-Oct-2021,09-Oct-2021,-,-,-,-
SRF,SRF Limited,-,EQ,10,Bonus 4:1,13-Oct-2021,14-Oct-2021,-,-,-,-
GPIL,Godawari Power And Ispat limited,-,EQ,5,Bonus 1:1,26-Oct-2021,27-Oct-2021,-,-,-,-
MANINFRA,Man Infraconstruction Limited,-,EQ,2,Bonus 1:2,17-Nov-2021,19-Nov-2021,-,-,-,-
APOLLOPIPE,Apollo Pipes Limited,-,EQ,10,Bonus 2:1,02-Dec-2021,04-Dec-2021,-,-,-,-
IEX,Indian Energy Exchange Limited,-,EQ,1,Bonus 2:1,03-Dec-2021,06-Dec-2021,-,-,-,-
KKCL,Kewal Kiran Clothing Limited,-,EQ,10,Bonus 4:1,16-Dec-2021,17-Dec-2021,-,-,-,-
IMFA,Indian Metals & Ferro Alloys Limited,-,EQ,10,Bonus 1:1,07-Jan-2022,10-Jan-2022,-,-,-,-
ONEPOINT,One Point One Solutions Limited,-,EQ,2,Bonus 1:2,18-Jan-2022,19-Jan-2022,-,-,-,-
GODHA,Godha Cabcon & Insulation Limited,-,EQ,1,Bonus 1:1,20-Jan-2022,21-Jan-2022,-,-,-,-
SBC,SBC Exports Limited,-,EQ,1,Bonus 1:1,22-Feb-2022,23-Feb-2022,-,-,-,-
HGS,Hinduja Global Solutions Limited,-,EQ,10,Bonus 1:1,22-Feb-2022,23-Feb-2022,-,-,-,-
EASEMYTRIP,Easy Trip Planners Limited,-,EQ,1,Bonus 1:1,28-Feb-2022,02-Mar-2022,-,-,-,-
VISHAL,Vishal Fabrics Limited,-,EQ,5,Bonus 2:1,10-Mar-2022,11-Mar-2022,-,-,-,-
INFIBEAM,Infibeam Avenues Limited,-,EQ,1,Bonus 1:1,14-Mar-2022,15-Mar-2022,-,-,-,-
BCG,Brightcom Group Limited,-,EQ,2,Bonus 2:3,15-Mar-2022,16-Mar-2022,-,-,-,-
BSE,BSE Limited,-,EQ,2,Bonus 2:1,21-Mar-2022,22-Mar-2022,-,-,-,-
NDL,Nandan Denim Limited,-,EQ,10,Bonus 2:1,24-Mar-2022,25-Mar-2022,-,-,-,-
SUULD,Suumaya Industries Limited,-,EQ,10,Bonus 1:1,30-Mar-2022,01-Apr-2022,-,-,-,-
DUCON,Ducon Infratechnologies Limited,-,EQ,1,Bonus 1:10,18-Apr-2022,19-Apr-2022,-,-,-,-
BLS,BLS International Services Limited,-,EQ,1,Bonus 1:1,13-May-2022,17-May-2022,-,-,-,-
VBL,Varun Beverages Limited,-,EQ,10,Bonus 1:2,06-Jun-2022,07-Jun-2022,-,-,-,-
AUBANK,AU Small Finance Bank Limited,-,EQ,10,Bonus 1:1,09-Jun-2022,10-Jun-2022,-,-,-,-
AJANTPHARM,Ajanta Pharma Limited,-,EQ,2,Bonus- 1:2,22-Jun-2022,23-Jun-2022,-,-,-,-
NAZARA,Nazara Technologies Limited,-,EQ,4,Bonus 1:1,24-Jun-2022,27-Jun-2022,-,-,-,-
RATNAMANI,Ratnamani Metals & Tubes Limited,-,EQ,2,Bonus 1:2,30-Jun-2022,01-Jul-2022,-,-,-,-
IOC,Indian Oil Corporation Limited,-,EQ,10,Bonus 1:2,30-Jun-2022,01-Jul-2022,-,-,-,-
XPROINDIA,Xpro India Limited,-,EQ,10,Bonus 1:2,01-Jul-2022,04-Jul-2022,-,-,-,-
TORNTPHARM,Torrent Pharmaceuticals Limited,-,EQ,5,Bonus 1:1,08-Jul-2022,11-Jul-2022,-,-,-,-
GMMPFAUDLR,GMM Pfaudler Limited,-,EQ,2,Bonus 2:1,11-Jul-2022,12-Jul-2022,-,-,-,-
SONAMCLOCK,Sonam Clock Limited,-,EQ,10,Bonus 1:1,14-Jul-2022,16-Jul-2022,-,-,-,-
HARDWYN,Hardwyn India Limited,-,EQ,10,Bonus 1:2,25-Jul-2022,26-Jul-2022,-,-,-,-
RECLTD,REC Limited,-,EQ,10,Bonus 1:3,17-Aug-2022,18-Aug-2022,-,-,-,-
DANGEE,Dangee Dums Limited,-,EQ,1,Bonus 1:2,06-Sep-2022,07-Sep-2022,-,-,-,-
GAIL,GAIL (India) Limited,-,EQ,10,Bonus 1:2,06-Sep-2022,07-Sep-2022,-,-,-,-
SONATSOFTW,Sonata Software Limited,-,EQ,1,Bonus 1:3,08-Sep-2022,10-Sep-2022,-,-,-,-
BAJAJFINSV,Bajaj Finserv Limited,-,EQ,1,Bonus 1:1,13-Sep-2022,14-Sep-2022,-,-,-,-
BEL,Bharat Electronics Limited,-,EQ,1,Bonus 2:1,15-Sep-2022,16-Sep-2022,-,-,-,-
RAJMET,Rajnandini Metal Limited,-,EQ,1,Bonus 1:2,15-Sep-2022,16-Sep-2022,-,-,-,-
ECLERX,eClerx Services Limited,-,EQ,10,Bonus 1:2,21-Sep-2022,22-Sep-2022,-,-,-,-
CHOICEIN,Choice International Limited,-,EQ,10,Bonus 1:1,22-Sep-2022,23-Sep-2022,-,-,-,-
RUBYMILLS,The Ruby Mills Limited,-,EQ,5,Bonus 1:1,23-Sep-2022,26-Sep-2022,-,-,-,-
BHARATGEAR,Bharat Gears Limited,-,EQ,10,Bonus 1:2,27-Sep-2022,28-Sep-2022,-,-,-,-
RAMRAT,Ram Ratna Wires Limited,-,EQ,5,Bonus 1:1,28-Sep-2022,29-Sep-2022,-,-,-,-
EXCEL,Excel Realty N Infra Limited,-,EQ,1,Bonus 1:2,28-Sep-2022,28-Sep-2022,-,-,-,-
INSECTICID,Insecticides (India) Limited,-,EQ,10,Bonus 1:2,30-Sep-2022,03-Oct-2022,-,-,-,-
MOTHERSON,Samvardhana Motherson International Limited,-,EQ,1,Bonus 1:2,03-Oct-2022,05-Oct-2022,-,-,-,-
AHLEAST,Asian Hotels (East) Limited,-,EQ,10,Bonus 1:2,06-Oct-2022,07-Oct-2022,-,-,-,-
RUCHIRA,Ruchira Papers Limited,-,EQ,10,Bonus 1:10,10-Oct-2022,11-Oct-2022,-,-,-,-
SBCL,Shivalik Bimetal Controls Limited,-,EQ,2,Bonus 1:2,12-Oct-2022,13-Oct-2022,-,-,-,-
MBAPL,Madhya Bharat Agro Products Limited,-,EQ,10,Bonus 1:1,18-Oct-2022,19-Oct-2022,-,-,-,-
DIL,Debock Industries Limited,-,EQ,10,Bonus 1:1,27-Oct-2022,27-Oct-2022,-,-,-,-
SIKKO,Sikko Industries Limited,-,EQ,10,Bonus 1:2,28-Oct-2022,28-Oct-2022,-,-,-,-
NYKAA,FSN E-Commerce Ventures Limited,-,EQ,1,Bonus 5:1,10-Nov-2022,11-Nov-2022,-,-,-,-
GPTINFRA,GPT Infraprojects Limited,-,EQ,10,Bonus 1:1,11-Nov-2022,12-Nov-2022,-,-,-,-
MSUMI,Motherson Sumi Wiring India Limited,-,EQ,1,Bonus 2:5,16-Nov-2022,17-Nov-2022,-,-,-,-
EASEMYTRIP,Easy Trip Planners Limited,-,EQ,1,Bonus 3:1,21-Nov-2022,22-Nov-2022,-,-,-,-
MAHSEAMLES,Maharashtra Seamless Limited,-,EQ,5,Bonus 1:1,25-Nov-2022,28-Nov-2022,-,-,-,-
BLS,BLS International Services Limited,-,EQ,1,Bonus 1:1,08-Dec-2022,10-Dec-2022,-,-,-,-
CLEDUCATE,CL Educate Limited,-,EQ,5,Bonus 1:1,16-Dec-2022,16-Dec-2022,-,-,-,-
SFL,Sheela Foam Limited,-,EQ,5,Bonus 1:1,21-Dec-2022,22-Dec-2022,-,-,-,-
PRECWIRE,Precision Wires India Limited,-,EQ,1,Bonus 1:2,22-Dec-2022,22-Dec-2022,-,-,-,-
ZIMLAB,Zim Laboratories Limited,-,EQ,10,Bonus 2:1,22-Dec-2022,22-Dec-2022,-,-,-,-
SECURCRED,SecUR Credentials Limited,-,EQ,10,Bonus 3:1,04-Jan-2023,04-Jan-2023,-,-,-,-
RAMASTEEL,Rama Steel Tubes Limited,-,EQ,1,Bonus 4:1,06-Jan-2023,06-Jan-2023,-,-,-,-
KPIGREEN,KPI Green Energy Limited,-,EQ,10,Bonus 1:1,18-Jan-2023,18-Jan-2023,-,-,-,-
 Corporate Actions - Equities
















ASTRAL,Astral Limited,-,EQ,1,Bonus 1:3,18-Mar-2021,19-Mar-2021,-,-,-,-
INFIBEAM,Infibeam Avenues Limited,-,EQ,1,Bonus 1:1,18-Mar-2021,20-Mar-2021,-,-,-,-
LIBAS,Libas Consumer Products Limited,-,EQ,10,Bonus 1:5,06-Apr-2021,07-Apr-2021,-,-,-,-
IRCON,Ircon International Limited,-,EQ,2,Bonus 1:1,20-May-2021,21-May-2021,-,-,-,-
JAYBARMARU,Jay Bharat Maruti Limited,-,EQ,5,Bonus 1:1,07-Jun-2021,08-Jun-2021,-,-,-,-
VBL,Varun Beverages Limited,-,EQ,10,Bonus 1:2,10-Jun-2021,12-Jun-2021,-,-,-,-
AARTIIND,Aarti Industries Limited,-,EQ,5,Bonus 1:1,22-Jun-2021,23-Jun-2021,-,-,-,-
SALASAR,Salasar Techno Engineering Limited,-,EQ,1,Bonus 1:1,13-Jul-2021,14-Jul-2021,-,-,-,-
TIDEWATER,Tide Water Oil Company (India) Limited,-,EQ,2,Bonus 1:1,26-Jul-2021,27-Jul-2021,-,-,-,-
POWERGRID,Power Grid Corporation of India Limited,-,EQ,10,Bonus 1:3,29-Jul-2021,30-Jul-2021,-,-,-,-
MAANALU,Maan Aluminium Limited,-,EQ,10,Bonus 1: 1,02-Aug-2021,03-Aug-2021,-,-,-,-
GLOBE,Globe Textiles (India) Limited,-,EQ,2,Bonus 2:1,03-Aug-2021,04-Aug-2021,-,-,-,-
DTIL,Dhunseri Tea & Industries Limited,-,EQ,10,Bonus 1:2,05-Aug-2021,06-Aug-2021,-,-,-,-
KBCGLOBAL,KBC Global Limited,-,EQ,1,Bonus 4:1,12-Aug-2021,13-Aug-2021,-,-,-,-
BCG,Brightcom Group Limited,-,EQ,2,Bonus 1:4,18-Aug-2021,20-Aug-2021,-,-,-,-
REDINGTON,Redington Limited,-,EQ,2,Bonus 1:1,18-Aug-2021,20-Aug-2021,-,-,-,-
MITTAL,Mittal Life Style Limited,-,EQ,10,Bonus 1:10,31-Aug-2021,01-Sep-2021,-,-,-,-
RAJMET,Rajnandini Metal Limited,-,EQ,1,Bonus 1:2,02-Sep-2021,03-Sep-2021,-,-,-,-
